"","binomial","X","Species.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Authority","Infraspecific.rank","Infraspecific.name","Infraspecific.authority","Stock.subpopulation","Synonyms","Common.names..Eng.","Common.names..Fre.","Common.names..Spa.","Red.List.status","Red.List.criteria","Red.List.criteria.version","Year.assessed","Population.trend","Petitioned","mating_system","sex_dim","ref.matsys","ref.sexdim","male_svl_cm","female_svl_cm","male_body_mass_g","female_body_mass_g","ref.svl.male","ref.svl.female","ref.body_mass.male","ref.body_mass.female","shape_Leng","shape_Area","han_MorR","sex_role.liker","malepolyfreq.liker","malepolyscore.liker","fempolyfreq.liker","fempolyscore.liker","parentalcare_bias.liker","malecareduration.liker","femcareduration.liker","breedingdens.liker","EPP.freq.liker","body.size.pip","latitude.pip","sex.size.dim","ref.sex.size.dim","body_mass_adult","ref_body_mass","sex.sel.traits","ref.sex.sel.t","comments","ASR","ref.asr"
"37342","Ranitomeya imitator",37342,56378936,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Ranitomeya","imitator","(Schulte, 1986)",NA,NA,NA,NA,"Dendrobates imitator|Ranitomeya intermedia","Mimic Poison Frog",NA,"Rana Venenosa","LC",NA,3.1,2014,"stable",NA,NA,NA,NA,NA,1.74,1.82,NA,NA,"han","han",NA,NA,3.665036,0.8113616,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37343","Ranitomeya reticulata",37343,55198,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Ranitomeya","reticulata","(Boulenger, 1884)",NA,NA,NA,NA,"Dendrobates reticulatus  |Ranitomeya reticulatus  ",NA,NA,"Rana Venenosa","LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.44,1.51,NA,NA,"han","han",NA,NA,13.36921,11.25686,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37347","Ranitomeya vanzolinii",37347,55206,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Ranitomeya","vanzolinii","(Myers, 1982)",NA,NA,NA,NA,"Dendrobates vanzolinii","Brazilian Poison Frog",NA,NA,"LC",NA,3.1,2014,"decreasing",NA,NA,NA,NA,NA,1.78,1.79,NA,NA,"han","han",NA,NA,13.44424,10.59989,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37348","Ranitomeya variabilis",37348,55207,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Ranitomeya","variabilis","(Zimmermann and Zimmermann, 1988)",NA,NA,NA,NA,"<i>Dendrobates variabilis</i>",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,1.74,1.8,NA,NA,"han","han",NA,NA,1.533185,0.1870545,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37349","Ranitomeya ventrimaculata",37349,55208,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","DENDROBATIDAE","Ranitomeya","ventrimaculata","(Shreve, 1935)",NA,NA,NA,NA,"Dendrobates ventrimaculatus  |Ranitomeya ventrimaculatus  ",NA,"Dendrobate À Ventre Tacheté",NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.6,1.7,NA,NA,"han","han",NA,NA,98.12806,206.1922,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37628","Rhacophorus arboreus",37628,58973,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","arboreus","(Okada and Kawano, 1924)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,6.03,8.14,NA,NA,"han","han",NA,NA,54.46135,16.49976,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37641","Rhacophorus dennysi",37641,58987,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","dennysi","Blanford, 1881",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,8.75,10.02,NA,NA,"han","han",NA,NA,100.2934,91.96102,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37645","Rhacophorus dugritei",37645,58945,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","dugritei","(David, 1872)",NA,NA,NA,NA,"Polypedates dugritei  ","Baoxing tree frog",NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,4.5,5.67,NA,NA,"han","han",NA,NA,28.44801,12.05729,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37650","Rhacophorus feae",37650,58948,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","feae","Boulenger, 1893",NA,NA,NA,NA,"Polypedates feae  ","Thao Whipping Frog",NA,NA,"LC",NA,3.1,2017,"decreasing",NA,NA,NA,NA,NA,11.1,9.23,NA,NA,"han","han",NA,NA,114.3399,4.270768,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37661","Rhacophorus kio",37661,135986,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","kio","Ohler & Delorme, 2005",NA,NA,NA,NA,NA,"Black-webbed Treefrog",NA,NA,"LC",NA,3.1,2017,"decreasing",NA,NA,NA,NA,NA,6.79,8.16,NA,NA,"han","han",NA,NA,143.0487,21.22054,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37669","Rhacophorus moltrechti",37669,59005,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","moltrechti","Boulenger, 1908",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.21,4.98,NA,NA,"han","han",NA,NA,8.727945,2.29092,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37672","Rhacophorus nigropunctatus",37672,58960,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","nigropunctatus","Liu, Hu and Yang, 1962",NA,NA,NA,NA,"Polypedates nigropunctatus  ",NA,NA,NA,"NT",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,3.75,4.45,NA,NA,"han","han",NA,NA,19.12097,2.979955,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37673","Rhacophorus omeimontis",37673,58961,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","omeimontis","(Stejneger, 1924)",NA,NA,NA,NA,"Polypedates omeimontis  ",NA,NA,NA,"LC",NA,3.1,2004,"unknown",NA,"Simultaneous polyandry","Sexes shaped differently","liao","(Liao & Lu, 2010)",6.26,7.55,NA,NA,"liao","liao",NA,NA,33.88566,15.15638,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASR based on marked adults from 2 ponds: 230 males and 82 females (CCI 05/11/2018)",0.74,"(Liao & Lu, 2010)"
"37682","Rhacophorus reinwardtii",37682,59017,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","reinwardtii","(Schlegel, 1840)",NA,NA,NA,NA,"Hyla  reinwardtii |Polypedates  reinwardtii","Reinwardti's Frog, Black-webbed Treefrog, Green Flying Frog, Reinwardt's Flying Frog, Reinwardt's Gliding Frog, Reinwardt's Tree Frog, Small Flying Tree Frog",NA,NA,"NT",NA,3.1,2008,"decreasing",NA,NA,NA,NA,NA,6.8,8.27,NA,NA,"han","han",NA,NA,101.7352,50.24684,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37683","Rhacophorus rhodopus",37683,136042,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","rhodopus","Liu & Hu, 1960",NA,NA,NA,NA,"Rhacophorus namdaphaensis  ","Red-webbed Treefrog",NA,NA,"LC",NA,3.1,2008,"stable",NA,NA,NA,NA,NA,3.5,4.87,NA,NA,"han","han",NA,NA,67.04894,103.1075,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37688","Rhacophorus schlegelii",37688,59021,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHACOPHORIDAE","Rhacophorus","schlegelii","(Günther, 1858)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.13,5.7,NA,NA,"han","han",NA,NA,129.4039,28.6303,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37747","Rhaebo glaberrimus",37747,54651,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhaebo","glaberrimus","(Günther, 1869, ""1868"")",NA,NA,NA,NA,"Bufo glaberrimus  |Bufo glaberrimus  ",NA,NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,8,8,NA,NA,"han","han",NA,NA,53.5678,44.88547,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37749","Rhaebo haematiticus",37749,54660,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhaebo","haematiticus","Cope, 1862",NA,NA,NA,NA,"Bufo caeruleocellatus|Bufo haematiticus|Bufo haematiticus variety lachrymans|Bufo melanogaster","Truando Toad",NA,NA,"LC",NA,3.1,2008,"decreasing",NA,NA,NA,NA,NA,6.2,8,NA,NA,"nali","nali",NA,NA,12.63019,1.338401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37842","Rhinella castaneotica",37842,54603,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","castaneotica","(Caldwell, 1991)",NA,NA,NA,NA,"Bufo castaneoticus  |Rhinella castaneoticus  ","Para Toad",NA,NA,"LC",NA,3.1,2015,"stable",NA,NA,NA,NA,NA,4.61,5.05,NA,NA,"nali","nali",NA,NA,93.00562,243.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37845","Rhinella chavin",37845,54608,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","chavin","(Lehr, Kohler, Aguilar & Ponce, 2001)",NA,NA,NA,NA,"Bufo chavin  ",NA,NA,NA,"CR","B2ab(iii,v)",3.1,2004,"decreasing",NA,NA,NA,NA,NA,5.02,5.95,NA,NA,"han","han",NA,NA,0.6093491,0.02697414,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37848","Rhinella crucifer",37848,54621,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","crucifer","(Wied-Neuwied, 1821)",NA,NA,NA,NA,"Bufo crucifer  ",NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,6.885,8.1,NA,NA,"nali","nali",NA,NA,54.96149,31.58871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37849","Rhinella dapsilis",37849,54625,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","dapsilis","(Myers and Carvalho, 1945)",NA,NA,NA,NA,"Bufo dapsilis  ",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,6.5,7.7,NA,NA,"han","han",NA,NA,27.34512,14.03699,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37860","Rhinella icterica",37860,54668,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","icterica","(Spix, 1824)",NA,NA,NA,NA,"Bufo ictericus  |Bufo ictericus  |Rhinella ictericus  ",NA,NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,13.484,16.3,NA,NA,"nali","nali",NA,NA,79.77183,135.0744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37871","Rhinella margaritifera",37871,54701,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","margaritifera","(Laurenti, 1768)",NA,NA,NA,NA,"Bufo margaritifer  |Bufo margaritifer  |Rhinella margaritifer  ","South American Common Toad",NA,"Sapo Crestado","LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,5.18,7.4,NA,NA,"han","han",NA,NA,222.5117,740.3938,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37872","Rhinella marina",37872,41065,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","marina","(Linnaeus, 1758)",NA,NA,NA,NA,"Bombinator horridus|Bombinator maculatus|Bufo agua|Bufo albicans|Bufo angustipes|Bufo brasiliensis|Bufo horridus|Bufo humeralis|Bufo lazarus |Bufo maculiventris|Bufo marinus|Bufo marinus subspecies horribilis|Bufo marinus subspecies horribilis|Bufo marinus subspecies marinus|Bufo pithecodactylus|Bufo pythecodactylus  |Bufo  horribilis|Docidophryne agua|Docidophryne Lazarus|Phrynoidis agua|Rana brasiliana|Rana gigas|Rana humeris-armata|Rana marina|Rana maxima","Cane Toad, Agua Toad, Giant Marine Toad, Giant Toad, Marine Toad, Shoulder-knot Frog","Crapaud","Sapo Común, Sapo Grande","LC",NA,3.1,2009,"increasing",NA,"Polygynandrous (promiscuous)","Sexes shaped differently","adw","(Arantes et al., 2015)",9.6,11.84,NA,NA,"han","han",NA,NA,476.6119,798.1901,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 05/11/2018)",0.523,"pipoly"
"37878","Rhinella ornata",37878,61754,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","ornata","(Spix, 1824)",NA,NA,NA,NA,"Bufo ornatus  |Bufo ornatus  |Rhinella ornatus  ",NA,NA,NA,"LC",NA,3.1,2010,"unknown",NA,NA,NA,NA,NA,6.557,8.429,NA,NA,"nali","nali",NA,NA,32.83421,16.53165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37891","Rhinella schneideri",37891,54755,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","schneideri","(Werner, 1894)",NA,NA,NA,NA,"Bufo paracnemis  |Bufo schneideri  ","Cururu Toad",NA,"Cururú, Rococo","LC",NA,3.1,2004,"increasing",NA,NA,NA,NA,NA,12.8,15,NA,NA,"nali","nali",NA,NA,153.9189,557.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37892","Rhinella scitula",37892,54756,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Rhinella","scitula","(Caramaschi and de Niemeyer, 2003)",NA,NA,NA,NA,"Bufo scitulus  |Rhinella scitulus  ",NA,NA,NA,"DD",NA,3.1,2004,"unknown",NA,NA,NA,NA,NA,4.18,4.8,NA,NA,"nali","nali",NA,NA,0.3743547,0.007161937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38060","Rhinophrynus dorsalis",38060,59040,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","RHINOPHRYNIDAE","Rhinophrynus","dorsalis","Duméril & Bibron, 1841",NA,NA,NA,NA,"Rhinophrynus  rostratus ","Burrowing Toad, Cone-nosed Frog, Mexican Burrowing Toad, Middle American Burrowing Toad, Rhinophryne",NA,"Sapo Borracho","LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,7,7.5,NA,NA,"nali","nali",NA,NA,109.6547,29.20214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38564","Sachatamia albomaculata",38564,54944,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","CENTROLENIDAE","Sachatamia","albomaculata","(Taylor, 1949)",NA,NA,NA,NA,"Centrolenella albomaculata|Centrolenella albomarginata|Cochranella albomaculata","White-spotted Cochran Frog",NA,"Ranita De Cristal","LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,2.48,2.7,NA,NA,"han","han",NA,NA,44.96622,6.168332,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38565","Sachatamia ilex",38565,54920,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","CENTROLENIDAE","Sachatamia","ilex","(Savage, 1967)",NA,NA,NA,NA,"Centrolene ilex|Centrolenella  ilex","Limon Giant Glass Frog",NA,"Ranita De Cristal","LC",NA,3.1,2010,"decreasing",NA,NA,NA,NA,NA,2.85,3.25,NA,NA,"han","han",NA,NA,37.98786,6.877671,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38920","Scaphiophryne gottlebei",38920,57998,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","MICROHYLIDAE","Scaphiophryne","gottlebei","Busse & Böhme, 1992",NA,NA,NA,NA,NA,"Malagasy rainbow frog, Gottlebe's narrow-mouthed frog, Red Rain Frog",NA,NA,"EN","B1ab(iii)",3.1,2016,"decreasing",NA,NA,NA,NA,NA,2.891,3.085,NA,NA,"nali","nali",NA,NA,1.519986,0.05442847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38928","Scaphiopus couchii",38928,59041,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","SCAPHIOPODIDAE","Scaphiopus","couchii","Baird, 1854",NA,NA,NA,NA,"Scaphiopus varius  |Spea laticeps  ","Couch's Spadefoot Toad",NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,"Sexes colored or patterned differently",NA,"adw",5.24,5.04,NA,NA,"monnet","monnet",NA,NA,186.8014,183.0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No data available (CCI 05/11/2018)",NA,NA
"38930","Scaphiopus hurterii",38930,59043,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","SCAPHIOPODIDAE","Scaphiopus","hurterii","Strecker, 1910",NA,NA,NA,NA,"Scaphiopus holbookii subspecies hurterii","Hurter's Spadefoot",NA,NA,"LC",NA,3.1,2015,"stable",NA,NA,NA,NA,NA,5.8,6.3,NA,NA,"han","han",NA,NA,85.07338,43.4187,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38959","Scarthyla goinorum",38959,55920,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scarthyla","goinorum","(Duellman & de Sá, 1988)",NA,NA,NA,NA,"Scarthyla ostinodactyla",NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.9,2.15,NA,NA,"han","han",NA,NA,44.87143,126.72,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39160","Schismaderma carens",39160,54885,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","BUFONIDAE","Schismaderma","carens","(Smith, 1848)",NA,NA,NA,NA,NA,"African Red Toad, African Split-skin Toad",NA,NA,"LC",NA,3.1,2013,"unknown",NA,NA,NA,NA,NA,8.8,9.2,NA,NA,"nali","nali",NA,NA,107.3981,249.4985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39385","Scinax acuminatus",39385,55921,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","acuminatus","(Cope, 1862)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,4.2,4.31,NA,NA,"nali","nali",NA,NA,50.99346,88.79816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39387","Scinax albicans",39387,55923,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","albicans","(Bokermann, 1967)",NA,NA,NA,NA,"Scinax opalinus  ",NA,NA,NA,"LC",NA,3.1,2010,"decreasing",NA,NA,NA,NA,NA,2.957,4.694,NA,NA,"nali","nali",NA,NA,7.862542,1.541563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39390","Scinax alter",39390,55926,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","alter","(Lutz, 1973)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,2.767,2.973,NA,NA,"nali","nali",NA,NA,81.45478,30.73901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39391","Scinax angrensis",39391,55927,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","angrensis","B. Lutz, 1973",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.482,3.526,NA,NA,"nali","nali",NA,NA,4.678666,0.1329245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39393","Scinax argyreornatus",39393,55929,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","argyreornatus","(Miranda-Ribeiro, 1926)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2010,"stable",NA,NA,NA,NA,NA,1.589,1.88,NA,NA,"nali","nali",NA,NA,53.19488,16.21636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39400","Scinax berthae",39400,55934,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","berthae","(Barrio, 1962)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,1.9,2.5,NA,NA,"han","han",NA,NA,68.21984,82.98467,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39403","Scinax boulengeri",39403,55937,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","boulengeri","(Cope, 1887)",NA,NA,NA,NA,"Hyla  boulengeri|Ololygon  boulengeri|Scytopis  boulengeri ","Boulenger's Snouted Treefrog",NA,NA,"LC",NA,3.1,2008,"stable",NA,NA,NA,NA,NA,4.16,4.94,NA,NA,"han","han",NA,NA,56.89813,9.209207,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39406","Scinax caldarum",39406,55939,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","caldarum","Lutz, 1968",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,2.751,3.023,NA,NA,"nali","nali",NA,NA,14.41831,5.744765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39412","Scinax catharinae",39412,55944,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","catharinae","(Boulenger, 1888)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.3,4.27,NA,NA,"han","han",NA,NA,20.36371,5.807076,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39413","Scinax centralis",39413,55945,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","centralis","Pombal and Bastos, 1996",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"decreasing",NA,NA,NA,NA,NA,2.031,2.595,NA,NA,"nali","nali",NA,NA,7.281658,3.305252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39415","Scinax constrictus",39415,61793,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","constrictus","Lima, Bastos & Giaretta, 2004",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2006,"unknown",NA,NA,NA,NA,NA,2.609,3.193,NA,NA,"nali","nali",NA,NA,9.901335,4.839698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39417","Scinax crospedospilus",39417,55947,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","crospedospilus","(A. Lutz, 1925)",NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,3.1,2004,"stable",NA,NA,NA,NA,NA,3.054,3.114,NA,NA,"nali","nali",NA,NA,11.97785,3.526711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39419","Scinax curicica",39419,61794,"ANIMALIA","CHORDATA","AMPHIBIA","ANURA","HYLIDAE","Scinax","curicica","Pugliese, Pombal & Sazima, 2004",NA,NA,NA,NA,NA,"Lanceback Treefrog",NA,NA,"DD",NA,3.1,2006,"unknown",NA,NA,NA,NA,NA,2.414,3.043,NA,NA,"nali","nali",NA,NA,0.199618,0.001585436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
